"Hugo_Symbol","logFC","logCPM","LR","PValue","FDR"
"TMEM79",1.5046427039121,4.37471268230618,84.3954959968514,4.05069538611396e-20,2.83879960665503e-18
"CHI3L1",3.53717682037364,8.83531460559742,83.9922477303921,4.96718702341956e-20,3.4554025743729e-18
"TMEM88",-2.07055523693074,3.06352568292182,83.8209330690468,5.41681977869201e-20,3.74058192190116e-18
"S100A9",2.45241581623502,3.43320623881643,83.7204420947575,5.69928448777791e-20,3.921274130058e-18
"CLEC4A",1.61869241417947,1.27303321410224,83.4482599587884,6.54056191806336e-20,4.45061969000988e-18
"CST5",3.70094234904232,0.336104218113759,83.4414650005469,6.5630822927156e-20,4.45061969000988e-18
"C12orf70",2.88064330728396,-2.817340637133,83.0964328229887,7.81465820658575e-20,5.22418214576435e-18
"FSTL3",1.59410098170601,5.86888139314772,82.9181326421995,8.55230534740715e-20,5.64311231580472e-18
"CCNA1",2.6842396710104,1.37067397895548,82.9161113179865,8.56105517886776e-20,5.64311231580472e-18
"MGC42105",-3.55369376739678,-0.126868558827351,82.9089815171141,8.59198994809381e-20,5.6437698432566e-18
"CLEC5A",1.90997311855139,2.36408550555511,82.8366598382543,8.91216861170881e-20,5.83375703708106e-18
"NNMT",2.34300227898412,4.34184411700054,82.7866379203183,9.1405786645854e-20,5.94754057909153e-18
"ANXA3",1.62350068805596,6.46115837747565,82.7847978158923,9.14909170346141e-20,5.94754057909153e-18
"POSTN",2.87301924098809,6.83807720518214,82.7179080791035,9.46399322758382e-20,6.13110654042646e-18
"CDON",-2.46454106379084,5.29291250454544,82.3181183102042,1.15855229523503e-19,7.45427572347124e-18
"GNA15",1.96108315469676,2.44169082568058,82.2495766873667,1.19943300929615e-19,7.69105819430306e-18
"TNFAIP6",2.23724614829781,0.793339573618271,82.0968420692201,1.29579480201528e-19,8.25281202959192e-18
"SULT1A2",-2.40622858168024,2.49829408444246,82.0516940642981,1.32573493372691e-19,8.41506901367668e-18
"BFSP1",-1.91632172843143,2.1601002935446,82.0280494285248,1.3416900877892e-19,8.48776561577247e-18
"COL8A2",2.01660680472649,7.01629077664117,81.9072809898363,1.42622916563555e-19,8.93264858158184e-18
"CCR6",1.72302589055349,1.84611283264295,81.8734176861306,1.45087621454644e-19,9.05692662140049e-18
"TFPI2",3.19970579095105,1.21414976015133,81.7980844644268,1.50724566817587e-19,9.37775423645262e-18
"PLVAP",-1.83722391100071,8.82932890191114,81.7849586201787,1.51728906752099e-19,9.4091886516137e-18
"ACACB",-1.59090354761401,4.90985146617193,81.6051334010103,1.66181936258364e-19,1.02381106612506e-17
"TRIM46",2.33611988710768,0.516093480499576,81.5847349448585,1.67906037898493e-19,1.02771578781246e-17
"FRMD5",2.99735225597082,2.52628107258713,81.4479876918792,1.79935329079532e-19,1.09072052212454e-17
"CORIN",2.41456159041202,0.267654183376231,81.3143688045725,1.92521696231448e-19,1.1632753260754e-17
"C10orf55",2.1970559094787,1.47149286532747,81.1444330323006,2.09809183224077e-19,1.2636813808755e-17
"C15orf48",2.46653201054101,3.79490588900064,81.1027705500627,2.14279346018847e-19,1.28649497807239e-17
"LGI3",-3.40853386449124,4.46514990264241,81.0698342084902,2.17880567778829e-19,1.30396332183063e-17
"MUC4",3.51297572457555,1.5610087550997,80.9714903067799,2.28997659500082e-19,1.36548881874898e-17
"LIN7A",-2.75600240091187,0.272754080925947,80.9662168223394,2.29609566912491e-19,1.36548881874898e-17
"RASGEF1B",1.6392578312432,3.46537049630856,80.9598084429467,2.30355363392443e-19,1.36561613543218e-17
"KCNE1L",2.33252592006077,-1.79865682790402,80.8778864444351,2.40105538636115e-19,1.41221364777216e-17
"C16orf89",-2.43262091755057,8.36321193301142,80.7967307249207,2.5017150086351e-19,1.46466867524189e-17
"COL1A2",2.4546705870961,9.46591493908741,80.7163098925795,2.60562666147636e-19,1.52078247127407e-17
"SLC43A1",-2.24498182942632,3.52397666831186,80.6618035612582,2.67849811539815e-19,1.55848908862611e-17
"COL7A1",3.16361869190134,3.24961062938244,80.544581211728,2.84219758044156e-19,1.64864950112259e-17
"AKR7A3",-3.1072457021057,0.073650402206122,80.5273312580666,2.86711733584015e-19,1.652932599855e-17
"PSTPIP2",1.50945390024592,2.3530071521882,80.1892149602712,3.40219121104548e-19,1.92606933064953e-17
"MGAT3",2.37383953388349,5.58582932144721,80.0169625261963,3.71209274322901e-19,2.08274917843313e-17
"VEGFA",-1.63132064403141,8.54646971573894,79.9897523856941,3.7635660228099e-19,2.09913451662758e-17
"UCN2",3.63891877818659,-2.36507892957842,79.9630107111018,3.81484867919599e-19,2.12146098230687e-17
"WASF3",-1.74046681423561,4.57999216448863,79.925748184099,3.88747489512876e-19,2.15549049185198e-17
"IVL",4.05310479364078,2.92602392028189,79.8970174221719,3.94441528277912e-19,2.18064858976399e-17
"MRC1",2.15347454803607,4.33125003258613,79.651389672802,4.46655644648781e-19,2.44777680608105e-17
"DST",1.60948176024717,6.7287331599908,79.6220113060898,4.5334671042203e-19,2.47724411155829e-17
"KRT75",6.49791592604059,-2.12836958599092,79.1270826355866,5.82404486778719e-19,3.14598549706373e-17
"MARCO",3.08424495453632,3.73179301537826,79.0753748211778,5.97848972985676e-19,3.22018538249313e-17
"GRHL3",2.31902007714337,2.64871941228467,78.5007381005709,7.99683544084065e-19,4.24665751354163e-17
"CDH11",2.59419645470686,4.99012392395897,78.4442240908623,8.22891642575306e-19,4.34542107726321e-17
"STEAP1",2.92630262497398,0.344583305554362,78.3750795018138,8.52205039055018e-19,4.48764508275564e-17
