classifier,balanced_accuracy,f1_macro,precision_macro,recall_macro,roc_auc_ovr_weighted
logistic,0.6072196422428621,0.5504774007910564,0.5343602435916532,0.6072196422428621,0.7464418619230899
random_forest,0.49599918914934393,0.49186374542431455,0.5092117462255473,0.49599918914934393,0.8229464351577025
